time 2018-07-25 21:44:11
row  20
col  20
robRow  8 7 16 2 2
robCol  3 15 10 2 14
robReachRowLst  7 6 16 12 11 10 17 7 14 19 12 19 1 0 13 18 0 3 2 1 8 5 4 10 9 5 4 10 7 6 14 19 0 15 7 13 12 19 18 0 15 1 8 4 3 2 9 8 5 4 9 6 4 11 7 14 12 19 15 14 15 16 18 0 17 3 1 8 4 3 2 9 5 3 10 6 11 9 7 14 6 12 11 19 16 15 15 13 2 18 0 3 2 1 8 4 9 5 7 6 16 12 11 19 17 7 14 13 12 19 1 18 16 17 13 1 0 18 3 2 1 8 10 9 6 5 10 7 14 5 12 11 10 0 7 14 13 19 19 1 0 15 18 13 1 0 3 2 9 8 5 4 10 6 4 11 7 14 12 19 17 15 14 13 19 18 0 17 3 1 8 4 3 2 8 10 8 11 9 7 14 16 12 19 18 11 16 15 2 18 1 8 4 2 9 5 8 6 12 11 17 7 14 13 12 19 16 6 18 17 13 1 0 18 1 8 4 2 9 5 11 7 6 16 5 11 10 0 16 14 13 12 19 1 19 15 13 1 0 18 3 9 8 5 10 9 6 5 4 10 7 14 5 12 19 0 15 7 13 12 19 0 15 1 8 3 2 9 8 5 4 11 9 7 14 15 12 19 11 17 15 13 18 0 17 3 1 8 4 9 5 3 10 8 11 7 14 6 12 16 18 11 15 19 13 17 18 0 3 2 1 2 9 11 10
robReachColLst  3 9 6 1 11 17 7 12 4 19 12 4 17 7 17 19 10 7 5 11 5 8 0 8 0 5 19 7 6 10 18 14 17 11 19 7 17 3 9 4 4 1 15 10 2 6 14 2 11 5 3 0 16 0 5 15 11 13 14 2 17 19 10 1 18 12 12 12 15 1 11 9 14 18 14 13 15 19 8 8 16 8 16 8 13 13 16 13 18 15 14 11 1 15 9 12 4 1 2 14 7 2 10 18 6 15 5 3 13 7 16 5 10 11 16 5 11 16 6 2 10 6 9 7 4 4 4 1 19 17 7 9 19 18 18 6 6 17 2 19 5 7 6 19 0 8 5 7 13 3 10 6 10 1 17 3 4 12 4 12 12 9 3 9 1 11 2 17 15 3 13 8 0 8 0 15 19 14 18 11 9 14 9 11 1 19 17 19 19 12 14 10 13 13 11 0 16 15 3 13 5 14 10 2 14 6 11 18 2 10 15 4 12 17 9 7 2 14 6 3 7 0 8 5 16 8 16 19 8 16 5 19 5 18 16 6 18 7 9 18 4 12 4 9 11 1 6 6 18 6 7 13 19 5 15 16 8 16 8 16 0 3 5 2 14 3 9 15 1 12 4 1 17 10 14 18 10 10 18 14 15 11 13 0 19 13 13 11 14 10 15 19 1 17 12 9 11 19 15 12 3 17 2 9 14 9 14 13 8 0 8 15 5 6 2
robUnReachRowLst  0 0 1 2 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 6 6 6 6 6 6 6 7 7 8 8 9 9 9 10 10 10 10 10 10 11 11 11 12 12 12 13 13 13 13 13 14 14 14 14 16 17 16 15 15 15 15 15 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 18 18 18 18
robUnReachColLst  6 15 6 3 4 10 12 16 17 9 10 14 16 17 1 3 7 9 11 2 7 13 18 2 3 5 7 11 12 17 13 17 8 18 2 8 16 0 3 5 12 13 18 2 4 5 0 6 18 0 1 4 10 12 0 1 7 17 1 0 0 0 1 3 10 12 2 3 4 9 15 16 18 1 2 3 4 8 13 15 16 0 4 7 8
sPntx  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 16.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 17.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 18.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5 19.5
sPnty  0.5 0.5 1.5 1.5 1.5 2.5 2.5 2.5 3.5 3.5 3.5 4.5 4.5 4.5 5.5 5.5 7.5 7.5 8.5 8.5 8.5 9.5 9.5 9.5 10.5 10.5 10.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 16.5 16.5 17.5 17.5 17.5 18.5 18.5 18.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 1.5 1.5 2.5 2.5 2.5 2.5 3.5 3.5 3.5 4.5 4.5 4.5 5.5 5.5 5.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 17.5 18.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 1.5 1.5 2.5 2.5 2.5 5.5 5.5 5.5 6.5 6.5 6.5 7.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 9.5 9.5 11.5 11.5 13.5 13.5 13.5 14.5 14.5 14.5 15.5 15.5 15.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 1.5 2.5 2.5 2.5 2.5 3.5 3.5 4.5 4.5 4.5 5.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 8.5 8.5 8.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 15.5 15.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 2.5 4.5 4.5 4.5 5.5 5.5 5.5 5.5 6.5 6.5 6.5 8.5 8.5 10.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 17.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 3.5 4.5 4.5 4.5 4.5 5.5 5.5 5.5 6.5 6.5 6.5 8.5 8.5 8.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 12.5 12.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 16.5 17.5 17.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 1.5 4.5 4.5 6.5 6.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 1.5 1.5 2.5 2.5 2.5 3.5 3.5 3.5 4.5 4.5 4.5 4.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 12.5 12.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 0.5 1.5 1.5 1.5 1.5 2.5 2.5 2.5 3.5 3.5 3.5 3.5 4.5 4.5 4.5 4.5 5.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 19.5 19.5 0.5 0.5 1.5 1.5 1.5 3.5 3.5 4.5 4.5 4.5 4.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 17.5 17.5 17.5 18.5 18.5 19.5 19.5 19.5 1.5 1.5 1.5 2.5 4.5 6.5 6.5 6.5 7.5 7.5 7.5 7.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 17.5 19.5 19.5 0.5 1.5 1.5 1.5 3.5 6.5 6.5 7.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 16.5 17.5 17.5 17.5 17.5 18.5 18.5 19.5 19.5 19.5 1.5 1.5 2.5 2.5 2.5 3.5 3.5 3.5 3.5 4.5 4.5 5.5 5.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 16.5 17.5 17.5 17.5 19.5 19.5 2.5 2.5 2.5 3.5 3.5 3.5 5.5 5.5 5.5 6.5 6.5 6.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 9.5 9.5 9.5 11.5 11.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 16.5 17.5 17.5 17.5 18.5 18.5 18.5 19.5 19.5 19.5 2.5 2.5 2.5 3.5 3.5 3.5 4.5 4.5 4.5 5.5 5.5 5.5 5.5 6.5 6.5 6.5 8.5 8.5 8.5 9.5 9.5 9.5 9.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 13.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 15.5 16.5 16.5 16.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 2.5 4.5 4.5 5.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 8.5 8.5 8.5 8.5 9.5 9.5 11.5 11.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 17.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 0.5 0.5 1.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 7.5 7.5 8.5 8.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 17.5 17.5 19.5 19.5 0.5 5.5 5.5 5.5 6.5 6.5 6.5 6.5 7.5 7.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 14.5 14.5 17.5 17.5 17.5 18.5 18.5 18.5 19.5 19.5 19.5 1.5 1.5 2.5 2.5 2.5 3.5 3.5 5.5 5.5 5.5 6.5 6.5 6.5 9.5 9.5 9.5 10.5 10.5 10.5 10.5 11.5 11.5 11.5 11.5 12.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 14.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 17.5 17.5 18.5 18.5 18.5 18.5 19.5 19.5 19.5 0.5 1.5 1.5 1.5 2.5 2.5 2.5 3.5 3.5 3.5 4.5 4.5 5.5 5.5 5.5 6.5 6.5 6.5 7.5 7.5 8.5 8.5 9.5 9.5 9.5 10.5 10.5 10.5 11.5 11.5 11.5 12.5 12.5 12.5 13.5 13.5 13.5 14.5 14.5 14.5 15.5 15.5 15.5 16.5 16.5 16.5 17.5 17.5 17.5 18.5 18.5 18.5 19.5 19.5
tPntx  1.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 1.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 1.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 1.5 0.5 0.5 2.5 1.5 0.5 2.5 1.5 1.5 0.5 2.5 1.5 1.5 0.5 1.5 1.5 0.5 1.5 1.5 0.5 2.5 1.5 0.5 2.5 1.5 0.5 2.5 1.5 1.5 0.5 2.5 1.5 1.5 0.5 1.5 1.5 0.5 2.5 1.5 1.5 0.5 1.5 1.5 0.5 2.5 1.5 1.5 0.5 2.5 1.5 1.5 2.5 1.5 1.5 0.5 1.5 1.5 0.5 1.5 1.5 0.5 2.5 1.5 1.5 0.5 2.5 1.5 1.5 3.5 2.5 1.5 3.5 2.5 2.5 1.5 3.5 2.5 1.5 3.5 2.5 3.5 2.5 2.5 1.5 3.5 2.5 2.5 1.5 3.5 2.5 2.5 1.5 2.5 1.5 3.5 1.5 3.5 2.5 1.5 2.5 2.5 1.5 3.5 2.5 1.5 3.5 2.5 1.5 3.5 2.5 2.5 4.5 3.5 2.5 3.5 3.5 2.5 4.5 3.5 3.5 3.5 3.5 4.5 3.5 3.5 2.5 4.5 3.5 3.5 2.5 4.5 3.5 3.5 2.5 3.5 3.5 2.5 4.5 3.5 2.5 3.5 4.5 3.5 3.5 2.5 4.5 3.5 2.5 4.5 2.5 4.5 3.5 2.5 4.5 3.5 3.5 5.5 3.5 3.5 5.5 4.5 3.5 5.5 4.5 4.5 3.5 5.5 4.5 3.5 5.5 5.5 3.5 5.5 4.5 3.5 4.5 4.5 5.5 4.5 4.5 3.5 5.5 4.5 4.5 5.5 4.5 4.5 5.5 4.5 4.5 3.5 4.5 4.5 3.5 5.5 4.5 4.5 6.5 5.5 6.5 5.5 5.5 4.5 6.5 5.5 5.5 4.5 5.5 5.5 4.5 6.5 5.5 4.5 6.5 5.5 6.5 5.5 5.5 4.5 6.5 5.5 5.5 5.5 5.5 4.5 5.5 4.5 6.5 5.5 4.5 6.5 5.5 5.5 4.5 6.5 5.5 5.5 4.5 5.5 4.5 6.5 5.5 7.5 6.5 5.5 7.5 6.5 5.5 7.5 5.5 7.5 5.5 7.5 6.5 5.5 7.5 6.5 6.5 5.5 7.5 6.5 6.5 5.5 7.5 6.5 6.5 5.5 7.5 6.5 6.5 5.5 7.5 6.5 7.5 6.5 5.5 7.5 6.5 6.5 8.5 7.5 6.5 8.5 7.5 7.5 8.5 7.5 7.5 8.5 7.5 7.5 6.5 8.5 7.5 7.5 8.5 7.5 7.5 6.5 8.5 7.5 7.5 8.5 7.5 7.5 6.5 7.5 7.5 6.5 8.5 7.5 7.5 6.5 8.5 7.5 7.5 8.5 7.5 7.5 8.5 7.5 6.5 8.5 7.5 6.5 8.5 7.5 7.5 6.5 8.5 7.5 6.5 7.5 6.5 8.5 7.5 7.5 9.5 8.5 7.5 9.5 8.5 8.5 7.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 7.5 9.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 9.5 8.5 8.5 7.5 8.5 8.5 9.5 8.5 7.5 9.5 8.5 9.5 8.5 10.5 9.5 8.5 9.5 8.5 10.5 9.5 9.5 8.5 9.5 9.5 8.5 10.5 9.5 9.5 8.5 10.5 9.5 8.5 10.5 9.5 8.5 10.5 9.5 9.5 8.5 10.5 9.5 9.5 8.5 9.5 9.5 8.5 9.5 9.5 8.5 10.5 9.5 9.5 8.5 10.5 9.5 8.5 10.5 9.5 9.5 9.5 8.5 10.5 9.5 9.5 11.5 10.5 10.5 9.5 9.5 11.5 10.5 9.5 11.5 10.5 10.5 11.5 10.5 10.5 9.5 11.5 10.5 10.5 9.5 11.5 10.5 10.5 9.5 11.5 10.5 9.5 11.5 10.5 9.5 11.5 10.5 10.5 11.5 10.5 10.5 9.5 11.5 10.5 9.5 11.5 11.5 10.5 12.5 11.5 12.5 10.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 12.5 11.5 11.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 10.5 12.5 11.5 11.5 11.5 11.5 10.5 12.5 11.5 11.5 12.5 13.5 12.5 12.5 11.5 13.5 12.5 12.5 12.5 12.5 13.5 12.5 11.5 13.5 12.5 11.5 13.5 12.5 12.5 11.5 13.5 12.5 12.5 11.5 12.5 12.5 11.5 13.5 12.5 12.5 11.5 12.5 12.5 11.5 13.5 12.5 12.5 11.5 13.5 12.5 12.5 11.5 13.5 12.5 12.5 11.5 13.5 12.5 12.5 11.5 13.5 12.5 11.5 13.5 12.5 14.5 13.5 12.5 14.5 13.5 12.5 14.5 13.5 14.5 13.5 13.5 12.5 13.5 13.5 12.5 14.5 13.5 13.5 12.5 14.5 13.5 12.5 14.5 12.5 14.5 13.5 12.5 14.5 13.5 13.5 12.5 14.5 13.5 13.5 12.5 14.5 13.5 13.5 12.5 13.5 13.5 14.5 13.5 13.5 12.5 14.5 13.5 13.5 15.5 14.5 13.5 14.5 14.5 15.5 14.5 14.5 13.5 15.5 14.5 14.5 13.5 15.5 14.5 13.5 15.5 14.5 13.5 15.5 14.5 14.5 14.5 14.5 13.5 15.5 14.5 14.5 14.5 14.5 13.5 15.5 14.5 14.5 13.5 15.5 14.5 14.5 13.5 15.5 14.5 14.5 13.5 15.5 14.5 13.5 15.5 14.5 13.5 15.5 14.5 16.5 14.5 14.5 15.5 14.5 16.5 15.5 15.5 14.5 16.5 15.5 15.5 16.5 15.5 15.5 14.5 16.5 15.5 15.5 14.5 15.5 14.5 16.5 14.5 16.5 15.5 14.5 16.5 15.5 15.5 14.5 15.5 15.5 14.5 15.5 15.5 16.5 15.5 15.5 14.5 15.5 15.5 14.5 16.5 15.5 15.5 17.5 16.5 16.5 15.5 17.5 16.5 15.5 17.5 16.5 16.5 15.5 17.5 16.5 16.5 15.5 16.5 17.5 16.5 15.5 17.5 16.5 16.5 17.5 16.5 16.5 15.5 16.5 16.5 15.5 17.5 16.5 15.5 17.5 15.5 17.5 16.5 16.5 18.5 17.5 16.5 18.5 17.5 17.5 16.5 17.5 18.5 17.5 16.5 18.5 17.5 17.5 16.5 18.5 17.5 17.5 16.5 18.5 17.5 16.5 18.5 16.5 18.5 17.5 18.5 17.5 17.5 16.5 18.5 17.5 19.5 18.5 19.5 18.5 18.5 19.5 18.5 17.5 19.5 18.5 17.5 19.5 18.5 17.5 19.5 18.5 17.5 19.5 18.5 18.5 17.5 19.5 18.5 18.5 17.5 19.5 18.5 18.5 19.5 18.5 18.5 17.5 19.5 18.5 18.5 19.5 18.5 18.5 19.5 18.5 18.5 17.5 19.5 18.5 18.5 17.5 19.5 18.5 18.5 17.5 19.5 18.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 19.5 19.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5 19.5 18.5 19.5
